         10,          0,          0
         11,          0,          0
         11,          0,          1
         11,          1,          0
         12,          0,          0
         12,          0,          1
         12,          0,          2
         12,          1,          0
         12,          1,          1
         12,          2,          0
         13,          0,          0
         13,          0,          1
         13,          0,          2
         13,          0,          3
         13,          1,          0
         13,          1,          1
         13,          1,          2
         13,          2,          0
         13,          2,          1
         13,          3,          0
         14,          0,          0
         14,          0,          1
         14,          0,          2
         14,          0,          3
         14,          0,          4
         14,          1,          0
         14,          1,          1
         14,          1,          2
         14,          1,          3
         14,          2,          0
         14,          2,          1
         14,          2,          2
         14,          3,          0
         14,          3,          1
         14,          4,          0
         15,          0,          0
         15,          0,          1
         15,          0,          2
         15,          0,          3
         15,          0,          4
         15,          0,          5
         15,          1,          0
         15,          1,          1
         15,          1,          2
         15,          1,          3
         15,          1,          4
         15,          2,          0
         15,          2,          1
         15,          2,          2
         15,          2,          3
         15,          3,          0
         15,          3,          1
         15,          3,          2
         15,          4,          0
         15,          4,          1
         15,          5,          0
         16,          0,          0
         16,          0,          1
         16,          0,          2
         16,          0,          3
         16,          0,          4
         16,          0,          5
         16,          0,          6
         16,          1,          0
         16,          1,          1
         16,          1,          2
         16,          1,          3
         16,          1,          4
         16,          1,          5
         16,          2,          0
         16,          2,          1
         16,          2,          2
         16,          2,          3
         16,          2,          4
         16,          3,          0
         16,          3,          1
         16,          3,          2
         16,          3,          3
         16,          4,          0
         16,          4,          1
         16,          4,          2
         16,          5,          0
         16,          5,          1
         16,          6,          0
         17,          0,          0
         17,          0,          1
         17,          0,          2
         17,          0,          3
         17,          0,          4
         17,          0,          5
         17,          0,          6
         17,          0,          7
         17,          1,          0
         17,          1,          1
         17,          1,          2
         17,          1,          3
         17,          1,          4
         17,          1,          5
         17,          1,          6
         17,          2,          0
         17,          2,          1
         17,          2,          2
         17,          2,          3
         17,          2,          4
         17,          2,          5
         17,          3,          0
         17,          3,          1
         17,          3,          2
         17,          3,          3
         17,          3,          4
         17,          4,          0
         17,          4,          1
         17,          4,          2
         17,          4,          3
         17,          5,          0
         17,          5,          1
         17,          5,          2
         17,          6,          0
         17,          6,          1
         17,          7,          0
         18,          0,          0
         18,          0,          1
         18,          0,          2
         18,          0,          3
         18,          0,          4
         18,          0,          5
         18,          0,          6
         18,          0,          7
         18,          1,          0
         18,          1,          1
         18,          1,          2
         18,          1,          3
         18,          1,          4
         18,          1,          5
         18,          1,          6
         18,          1,          7
         18,          2,          0
         18,          2,          1
         18,          2,          2
         18,          2,          3
         18,          2,          4
         18,          2,          5
         18,          2,          6
         18,          3,          0
         18,          3,          1
         18,          3,          2
         18,          3,          3
         18,          3,          4
         18,          3,          5
         18,          4,          0
         18,          4,          1
         18,          4,          2
         18,          4,          3
         18,          4,          4
         18,          5,          0
         18,          5,          1
         18,          5,          2
         18,          5,          3
         18,          6,          0
         18,          6,          1
         18,          6,          2
         18,          7,          0
         18,          7,          1
         19,          0,          0
         19,          0,          1
         19,          0,          2
         19,          0,          3
         19,          0,          4
         19,          0,          5
         19,          0,          6
         19,          0,          7
         19,          1,          0
         19,          1,          1
         19,          1,          2
         19,          1,          3
         19,          1,          4
         19,          1,          5
         19,          1,          6
         19,          1,          7
         19,          2,          0
         19,          2,          1
         19,          2,          2
         19,          2,          3
         19,          2,          4
         19,          2,          5
         19,          2,          6
         19,          2,          7
         19,          3,          0
         19,          3,          1
         19,          3,          2
         19,          3,          3
         19,          3,          4
         19,          3,          5
         19,          3,          6
         19,          4,          0
         19,          4,          1
         19,          4,          2
         19,          4,          3
         19,          4,          4
