          9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
         10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
         11,    2,    0,    0,    0,    0,    0,    0,    0,    2,    0,    0,    0,    0,    0,    0,    0
         12,    4,    2,    0,    0,    0,    0,    0,    0,    4,    2,    0,    0,    0,    0,    0,    0
         13,    6,    4,    2,    0,    0,    0,    0,    0,    6,    4,    2,    0,    0,    0,    0,    0
         14,    8,    6,    4,    2,    0,    0,    0,    0,    8,    6,    4,    2,    0,    0,    0,    0
         15,   10,    8,    6,    4,    2,    0,    0,    0,   10,    8,    6,    4,    2,    0,    0,    0
         16,   12,   10,    8,    6,    4,    2,    0,    0,   12,   10,    8,    6,    4,    2,    0,    0
         17,   14,   12,   10,    8,    6,    4,    2,    0,   14,   12,   10,    8,    6,    4,    2,    0
         18,   16,   14,   12,   10,    8,    6,    4,    2,   16,   14,   12,   10,    8,    6,    4,    2
         19,   16,   16,   14,   12,   10,    8,    6,    4,   16,   16,   14,   12,   10,    8,    6,    4
         20,   16,   16,   16,   14,   12,   10,    8,    6,   16,   16,   16,   14,   12,   10,    8,  512
         21,   16,   16,   16,   16,   14,   12,   10,    8,   16,   16,   16,   16,   14,   12,   10,    8
         22,   16,   16,   16,   16,   16,   14,   12,   10,   16,   16,   16,   16,   16,   14,   12,   10
         23,   16,   16,   16,   16,   16,   16,   14,   12,   16,   16,   16,   16,   16,   16,   14,   12
         24,   16,   16,   16,   16,   16,   16,   16,   14,   16,   16,   16,   16,   16,   16,   16,   14
         25,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         26,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         27,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         28,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         29,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         30,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         31,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         32,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         33,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         34,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         35,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         36,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         37,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         38,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         39,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         40,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         41,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         42,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         43,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         44,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         45,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         46,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         47,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         48,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         49,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         50,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         51,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         52,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         53,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         54,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         55,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         56,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         57,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
         58,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16,   16
